customer_id,first_name,last_name,email,city,signup_date
391,Customer_391,Lastname_391,customer391@example.com,Bengaluru,2024-08-22
392,Customer_392,Lastname_392,customer392@example.com,Bengaluru,2024-08-11
393,Customer_393,Lastname_393,customer393@example.com,Pune,2024-01-08
394,Customer_394,Lastname_394,customer394@example.com,Bengaluru,2024-03-23
395,Customer_395,Lastname_395,customer395@example.com,Delhi,2024-04-12
396,Customer_396,Lastname_396,customer396@example.com,Mumbai,2024-11-19
397,Customer_397,Lastname_397,customer397@example.com,Mumbai,2024-06-07
398,Customer_398,Lastname_398,customer398@example.com,Hyderabad,2024-03-23
399,Customer_399,Lastname_399,customer399@example.com,Mumbai,2024-01-14
400,Customer_400,Lastname_400,customer400@example.com,Hyderabad,2024-02-06
401,Customer_401,Lastname_401,customer401@example.com,Hyderabad,2024-05-17
402,Customer_402,Lastname_402,customer402@example.com,Delhi,2024-11-15
403,Customer_403,Lastname_403,customer403@example.com,Bengaluru,2024-09-10
404,Customer_404,Lastname_404,customer404@example.com,Hyderabad,2024-01-13
405,Customer_405,Lastname_405,customer405@example.com,Mumbai,2024-07-29
406,Customer_406,Lastname_406,customer406@example.com,Pune,2024-06-27
407,Customer_407,Lastname_407,customer407@example.com,Hyderabad,2024-03-24
408,Customer_408,Lastname_408,customer408@example.com,Pune,2024-07-09
409,Customer_409,Lastname_409,customer409@example.com,Hyderabad,2024-03-26
410,Customer_410,Lastname_410,customer410@example.com,Bengaluru,2024-07-05
411,Customer_411,Lastname_411,customer411@example.com,Hyderabad,2024-08-16
412,Customer_412,Lastname_412,customer412@example.com,Bengaluru,2024-08-26
413,Customer_413,Lastname_413,customer413@example.com,Mumbai,2024-11-01
414,Customer_414,Lastname_414,customer414@example.com,Mumbai,2024-07-24
415,Customer_415,Lastname_415,customer415@example.com,Delhi,2024-04-02
416,Customer_416,Lastname_416,customer416@example.com,Mumbai,2024-09-25
417,Customer_417,Lastname_417,customer417@example.com,Mumbai,2024-04-29
418,Customer_418,Lastname_418,customer418@example.com,Bengaluru,2024-03-06
419,Customer_419,Lastname_419,customer419@example.com,Pune,2024-03-02
420,Customer_420,Lastname_420,customer420@example.com,Bengaluru,2024-11-11
421,Customer_421,Lastname_421,customer421@example.com,Mumbai,2024-08-03
422,Customer_422,Lastname_422,customer422@example.com,Mumbai,2024-07-01
423,Customer_423,Lastname_423,customer423@example.com,Mumbai,2024-07-31
424,Customer_424,Lastname_424,customer424@example.com,Delhi,2024-01-05
425,Customer_425,Lastname_425,customer425@example.com,Pune,2024-10-29
426,Customer_426,Lastname_426,customer426@example.com,Bengaluru,2024-12-09
427,Customer_427,Lastname_427,customer427@example.com,Delhi,2024-03-24
428,Customer_428,Lastname_428,customer428@example.com,Bengaluru,2024-01-10
429,Customer_429,Lastname_429,customer429@example.com,Mumbai,2024-02-10
430,Customer_430,Lastname_430,customer430@example.com,Hyderabad,2024-11-10
431,Customer_431,Lastname_431,customer431@example.com,Delhi,2024-03-14
432,Customer_432,Lastname_432,customer432@example.com,Bengaluru,2024-05-06
433,Customer_433,Lastname_433,customer433@example.com,Hyderabad,2024-05-21
434,Customer_434,Lastname_434,customer434@example.com,Bengaluru,2024-09-29
435,Customer_435,Lastname_435,customer435@example.com,Delhi,2024-08-25
436,Customer_436,Lastname_436,customer436@example.com,Hyderabad,2024-11-04
437,Customer_437,Lastname_437,customer437@example.com,Delhi,2024-06-10
438,Customer_438,Lastname_438,customer438@example.com,Hyderabad,2024-11-25
439,Customer_439,Lastname_439,customer439@example.com,Pune,2024-02-14
440,Customer_440,Lastname_440,customer440@example.com,Delhi,2024-10-16
441,Customer_441,Lastname_441,customer441@example.com,Mumbai,2024-03-19
442,Customer_442,Lastname_442,customer442@example.com,Bengaluru,2024-11-19
443,Customer_443,Lastname_443,customer443@example.com,Mumbai,2024-11-02
444,Customer_444,Lastname_444,customer444@example.com,Pune,2024-06-02
445,Customer_445,Lastname_445,customer445@example.com,Pune,2024-03-02
446,Customer_446,Lastname_446,customer446@example.com,Pune,2024-09-08
447,Customer_447,Lastname_447,customer447@example.com,Pune,2024-06-21
448,Customer_448,Lastname_448,customer448@example.com,Hyderabad,2024-05-20
449,Customer_449,Lastname_449,customer449@example.com,Bengaluru,2024-03-06
450,Customer_450,Lastname_450,customer450@example.com,Hyderabad,2024-07-29
451,Customer_451,Lastname_451,customer451@example.com,Pune,2024-02-19
452,Customer_452,Lastname_452,customer452@example.com,Delhi,2024-02-24
453,Customer_453,Lastname_453,customer453@example.com,Delhi,2024-09-17
454,Customer_454,Lastname_454,customer454@example.com,Mumbai,2024-08-19
455,Customer_455,Lastname_455,customer455@example.com,Delhi,2024-10-13
456,Customer_456,Lastname_456,customer456@example.com,Mumbai,2024-10-05
457,Customer_457,Lastname_457,customer457@example.com,Pune,2024-11-24
458,Customer_458,Lastname_458,customer458@example.com,Mumbai,2024-12-31
459,Customer_459,Lastname_459,customer459@example.com,Hyderabad,2024-05-16
460,Customer_460,Lastname_460,customer460@example.com,Pune,2024-05-06
461,Customer_461,Lastname_461,customer461@example.com,Bengaluru,2024-12-16
462,Customer_462,Lastname_462,customer462@example.com,Mumbai,2024-08-07
463,Customer_463,Lastname_463,customer463@example.com,Bengaluru,2024-01-08
464,Customer_464,Lastname_464,customer464@example.com,Hyderabad,2024-11-26
465,Customer_465,Lastname_465,customer465@example.com,Mumbai,2024-08-19
466,Customer_466,Lastname_466,customer466@example.com,Pune,2024-01-29
467,Customer_467,Lastname_467,customer467@example.com,Mumbai,2024-05-29
468,Customer_468,Lastname_468,customer468@example.com,Delhi,2024-03-29
469,Customer_469,Lastname_469,customer469@example.com,Mumbai,2024-02-05
470,Customer_470,Lastname_470,customer470@example.com,Mumbai,2024-08-18
471,Customer_471,Lastname_471,customer471@example.com,Mumbai,2024-11-26
472,Customer_472,Lastname_472,customer472@example.com,Delhi,2024-10-09
473,Customer_473,Lastname_473,customer473@example.com,Bengaluru,2024-03-03
474,Customer_474,Lastname_474,customer474@example.com,Pune,2024-08-07
475,Customer_475,Lastname_475,customer475@example.com,Hyderabad,2024-10-30
476,Customer_476,Lastname_476,customer476@example.com,Hyderabad,2024-01-15
477,Customer_477,Lastname_477,customer477@example.com,Bengaluru,2024-01-09
478,Customer_478,Lastname_478,customer478@example.com,Hyderabad,2024-08-15
479,Customer_479,Lastname_479,customer479@example.com,Pune,2024-03-31
480,Customer_480,Lastname_480,customer480@example.com,Hyderabad,2024-05-22
481,Customer_481,Lastname_481,customer481@example.com,Delhi,2024-03-01
482,Customer_482,Lastname_482,customer482@example.com,Delhi,2024-05-25
483,Customer_483,Lastname_483,customer483@example.com,Bengaluru,2024-02-27
484,Customer_484,Lastname_484,customer484@example.com,Bengaluru,2024-12-19
485,Customer_485,Lastname_485,customer485@example.com,Delhi,2024-09-06
486,Customer_486,Lastname_486,customer486@example.com,Pune,2024-03-07
487,Customer_487,Lastname_487,customer487@example.com,Delhi,2024-01-23
488,Customer_488,Lastname_488,customer488@example.com,Bengaluru,2024-03-12
489,Customer_489,Lastname_489,customer489@example.com,Delhi,2024-10-04
490,Customer_490,Lastname_490,customer490@example.com,Hyderabad,2024-04-11
491,Customer_491,Lastname_491,customer491@example.com,Hyderabad,2024-08-12
492,Customer_492,Lastname_492,customer492@example.com,Mumbai,2024-03-08
493,Customer_493,Lastname_493,customer493@example.com,Hyderabad,2024-02-11
494,Customer_494,Lastname_494,customer494@example.com,Hyderabad,2024-11-16
495,Customer_495,Lastname_495,customer495@example.com,Hyderabad,2024-07-07
496,Customer_496,Lastname_496,customer496@example.com,Hyderabad,2024-07-15
497,Customer_497,Lastname_497,customer497@example.com,Bengaluru,2024-01-24
498,Customer_498,Lastname_498,customer498@example.com,Delhi,2024-10-11
499,Customer_499,Lastname_499,customer499@example.com,Bengaluru,2024-06-05
500,Customer_500,Lastname_500,customer500@example.com,Hyderabad,2024-08-07
